title,abstract,authors,journal_conference_name,publisher,year,doi,group_name,Processed_Title,Topic,Topic_Probability,Topic_Keywords,Topic_Name
CS 188 Introduction to Artificial Intelligence Fall 2023,,Nikhil Sharma; Regina Wang,,Unavailable,2023.0,DOI Unavailable,Artificial Intelligence,c 188 introduction artificial intelligence fall 2023,73,0.9999999997428932,"fall, introduction, 188, 2023, intelligence, artificial, , , , ",73_fall_introduction_188_2023
Appropriateness of Cardiovascular Disease Prevention Recommendations Obtained From a Popular Online Chat-Based Artificial Intelligence Model.,"
 This study examines the appropriateness of artificial intelligence model responses to fundamental cardiovascular disease prevention questions.
",Ashish Sarraju; Dennis Bruemmer; E. V. Van Iterson; L. Cho; Fatima Rodriguez; Luke Laffin,JAMA,Unavailable,2023.0,10.1001/jama.2023.1044,Artificial Intelligence,appropriateness cardiovascular disease prevention recommendation obtained popular online chatbased artificial intelligence model,75,0.9999999999620333,"prevention, popular, obtained, chatbased, recommendation, appropriateness, online, cardiovascular, model, disease",75_prevention_popular_obtained_chatbased
Explainable Artificial Intelligence (XAI): What we know and what is left to attain Trustworthy Artificial Intelligence,,Sajid Ali; Tamer Abuhmed; Shaker El-Sappagh; Khan Muhammad; J. Alonso-Moral; R. Confalonieri; Riccardo Guidotti; J. Ser; N. Díaz-Rodríguez; Francisco Herrera,Inf. Fusion,Unavailable,2023.0,10.1016/j.inffus.2023.101805,Artificial Intelligence,explainable artificial intelligence xai know left attain trustworthy artificial intelligence,94,0.9999999997877542,"left, know, attain, trustworthy, xai, explainable, intelligence, artificial, , ",94_left_know_attain_trustworthy
"Artificial Intelligence and Machine Learning in Clinical Medicine, 2023.",,C. Haug; J. Drazen,The New England journal of medicine,Unavailable,2023.0,10.1056/NEJMra2302038,Artificial Intelligence,artificial intelligence machine learning clinical medicine 2023,93,0.9999999998891714,"2023, machine, clinical, medicine, learning, intelligence, artificial, , , ",93_2023_machine_clinical_medicine
Artificial Intelligence,,Bart Verheij; M. Wiering,,Unavailable,2017.0,10.1007/978-3-319-76892-2,Artificial Intelligence,artificial intelligence,0,0.6491329348629183,"intelligence, artificial, , , , , , , , ",0_intelligence_artificial__
The growing energy footprint of artificial intelligence,,Alex de Vries,Joule,Unavailable,2023.0,10.1016/j.joule.2023.09.004,Artificial Intelligence,growing energy footprint artificial intelligence,92,0.999999999830126,"growing, footprint, energy, intelligence, artificial, , , , , ",92_growing_footprint_energy_intelligence
Artificial intelligence for waste management in smart cities: a review,"The rising amount of waste generated worldwide is inducing issues of pollution, waste management, and recycling, calling for new strategies to improve the waste ecosystem, such as the use of artificial intelligence. Here, we review the application of artificial intelligence in waste-to-energy, smart bins, waste-sorting robots, waste generation models, waste monitoring and tracking, plastic pyrolysis, distinguishing fossil and modern materials, logistics, disposal, illegal dumping, resource recovery, smart cities, process efficiency, cost savings, and improving public health. Using artificial intelligence in waste logistics can reduce transportation distance by up to 36.8%, cost savings by up to 13.35%, and time savings by up to 28.22%. Artificial intelligence allows for identifying and sorting waste with an accuracy ranging from 72.8 to 99.95%. Artificial intelligence combined with chemical analysis improves waste pyrolysis, carbon emission estimation, and energy conversion. We also explain how efficiency can be increased and costs can be reduced by artificial intelligence in waste management systems for smart cities.",Bingbing Fang; Jiacheng Yu; Zhonghao Chen; A. Osman; Mohamed Farghali; I. Ihara; E. Hamza; David W. Rooney; P. Yap,Environmental Chemistry Letters,Unavailable,2023.0,10.1007/s10311-023-01604-3,Artificial Intelligence,artificial intelligence waste management smart city review,91,0.999999999862712,"city, waste, smart, management, review, intelligence, artificial, , , ",91_city_waste_smart_management
Evaluation of artificial intelligence techniques in disease diagnosis and prediction,"A broad range of medical diagnoses is based on analyzing disease images obtained through high-tech digital devices. The application of artificial intelligence (AI) in the assessment of medical images has led to accurate evaluations being performed automatically, which in turn has reduced the workload of physicians, decreased errors and times in diagnosis, and improved performance in the prediction and detection of various diseases. AI techniques based on medical image processing are an essential area of research that uses advanced computer algorithms for prediction, diagnosis, and treatment planning, leading to a remarkable impact on decision-making procedures. Machine Learning (ML) and Deep Learning (DL) as advanced AI techniques are two main subfields applied in the healthcare system to diagnose diseases, discover medication, and identify patient risk factors. The advancement of electronic medical records and big data technologies in recent years has accompanied the success of ML and DL algorithms. ML includes neural networks and fuzzy logic algorithms with various applications in automating forecasting and diagnosis processes. DL algorithm is an ML technique that does not rely on expert feature extraction, unlike classical neural network algorithms. DL algorithms with high-performance calculations give promising results in medical image analysis, such as fusion, segmentation, recording, and classification. Support Vector Machine (SVM) as an ML method and Convolutional Neural Network (CNN) as a DL method is usually the most widely used techniques for analyzing and diagnosing diseases. This review study aims to cover recent AI techniques in diagnosing and predicting numerous diseases such as cancers, heart, lung, skin, genetic, and neural disorders, which perform more precisely compared to specialists without human error. Also, AI's existing challenges and limitations in the medical area are discussed and highlighted.",Nafiseh Ghaffar Nia; E. Kaplanoğlu; A. Nasab,Discover Artificial Intelligence,Unavailable,2023.0,10.1007/s44163-023-00049-5,Artificial Intelligence,evaluation artificial intelligence technique disease diagnosis prediction,90,0.9999999998861544,"prediction, evaluation, technique, diagnosis, disease, intelligence, artificial, , , ",90_prediction_evaluation_technique_diagnosis
Trustworthy artificial intelligence,"This paper develops an account of trustworthy AI. Its central idea is that whether AIs are trustworthy is a matter of whether they live up to their function-based obligations. We argue that this account serves to advance the literature in a couple of important ways. First, it serves to provide a rationale for why a range of properties that are widely assumed in the scientific literature, as well as in policy, to be required of trustworthy AI, such as safety, justice, and explainability, are properties (often) instantiated by trustworthy AI. Second, we connect the discussion on trustworthy AI in policy, industry, and the sciences with the philosophical discussion of trustworthiness. We argue that extant accounts of trustworthiness in the philosophy literature cannot make proper sense of trustworthy AI and that our account compares favourably with its competitors on this front.",M. Simion; Christoph Kelp,Asian Journal of Philosophy,Unavailable,2023.0,10.1007/s44204-023-00063-5,Artificial Intelligence,trustworthy artificial intelligence,89,0.9999999997898464,"trustworthy, intelligence, artificial, , , , , , , ",89_trustworthy_intelligence_artificial_
Empowering Education with Generative Artificial Intelligence Tools: Approach with an Instructional Design Matrix,"This study focuses on the potential of generative artificial intelligence tools in education, particularly through the practical application of the 4PADAFE instructional design matrix. The objective was to evaluate how these tools, in combination with the matrix, can enhance education and improve the teaching–learning process. Through surveys conducted with teachers from the University of ESPE Armed Forces who participated in the MOOC course “Generative Artificial Intelligence Tools for Education: GPT Chat Techniques”, the study explores the impact of these tools on education. The findings reveal that generative artificial intelligence tools are crucial in developing massive MOOC virtual classrooms when integrated with an instructional design matrix. The results demonstrate the potential of generative artificial intelligence tools in university education. By utilizing these tools in conjunction with an instructional design matrix, educators can design and deliver personalized and enriching educational experiences. The devices offer opportunities to enhance the teaching–learning process and tailor educational materials to individual needs, ultimately preparing students for the demands of the 21st century. The study concludes that generative artificial intelligence tools have significant potential in education. They provide innovative ways to engage students, adapt content, and promote personalized learning. Implementing the 4PADAFE instructional design matrix further enhances the effectiveness and coherence of educational activities. By embracing these technological advancements, education can stay relevant and effectively meet the digital world’s challenges.",Lena Ivannova Ruiz-Rojas; Patricia Acosta-Vargas; Javier De-Moreta-Llovet; Mario González-Rodríguez,Sustainability,Unavailable,2023.0,10.3390/su151511524,Artificial Intelligence,empowering education generative artificial intelligence tool approach instructional design matrix,88,0.9999999997008493,"matrix, instructional, tool, empowering, design, approach, generative, education, intelligence, artificial",88_matrix_instructional_tool_empowering
Toward the third generation artificial intelligence,,Jun Zhu; Hang Su; Bo Zhang,Science China Information Sciences,Unavailable,2023.0,10.1007/s11432-021-3449-x,Artificial Intelligence,toward third generation artificial intelligence,1,0.8050231934711906,"work, third, generation, future, toward, history, brief, present, past, intelligence",1_work_third_generation_future
Artificial intelligence in developing countries: The impact of generative artificial intelligence (AI) technologies for development,"This paper explores the potential impact of Generative Artificial Intelligence (Generative AI) on developing countries, considering both positive and negative effects across various domains of information, culture, and industry. Generative Artificial Intelligence refers to artificial intelligence (AI) systems that generate content, such as text, audio, or video, aiming to produce novel and creative outputs based on training data. Compared to conversational artificial intelligence, generative artificial intelligence systems have the unique capability of not only providing replies but also generating the content of those responses. Recent advancements in Artificial Intelligence during the Fourth Industrial Revolution, exemplified by tools like ChatGPT, have gained popularity and reshaped content production and creation. However, the benefits of generative artificial intelligence are not equally accessible to all, especially in developing countries, where limited access to cutting-edge technologies and inadequate infrastructure pose challenges. This paper seeks to understand the potential impact of generative AI technologies on developing countries, considering economic growth, access to technology, and the potential paradigm shift in education, healthcare, and the environment. The findings emphasize the importance of providing the necessary support and infrastructure to ensure that generative AI contributes to inclusive development rather than deepening existing inequalities. The study highlights the significance of integrating Generative AI into the context of the Fourth Industrial Revolution in developing countries, where technological change is a crucial determinant of progress and equitable growth.",Nishith Reddy Mannuru; Sakib Shahriar; Z. A. Teel; Ting Wang; Brady D. Lund; Solomon Tijani; Chalermchai Oak Pohboon; Daniel A. Agbaji; Joy Alhassan; JaKLyn Galley; Raana Kousari; Lydia Ogbadu-Oladapo; Shubham Kumar Saurav; Aishwarya Srivastava; Sai Priya Tummuru; Sravya Uppala; Praveenkumar Vaidya,Information Development,Unavailable,2023.0,10.1177/02666669231200628,Artificial Intelligence,artificial intelligence developing country impact generative artificial intelligence ai technology development,87,0.9999999997296233,"developing, country, impact, development, ai, technology, generative, intelligence, artificial, ",87_developing_country_impact_development
An Overview of Artificial Intelligence Ethics,"Artificial intelligence (AI) has profoundly changed and will continue to change our lives. AI is being applied in more and more fields and scenarios such as autonomous driving, medical care, media, finance, industrial robots, and internet services. The widespread application of AI and its deep integration with the economy and society have improved efficiency and produced benefits. At the same time, it will inevitably impact the existing social order and raise ethical concerns. Ethical issues, such as privacy leakage, discrimination, unemployment, and security risks, brought about by AI systems have caused great trouble to people. Therefore, AI ethics, which is a field related to the study of ethical issues in AI, has become not only an important research topic in academia, but also an important topic of common concern for individuals, organizations, countries, and society. This article will give a comprehensive overview of this field by summarizing and analyzing the ethical risks and issues raised by AI, ethical guidelines and principles issued by different organizations, approaches for addressing ethical issues in AI, and methods for evaluating the ethics of AI. Additionally, challenges in implementing ethics in AI and some future perspectives are pointed out. We hope our work will provide a systematic and comprehensive overview of AI ethics for researchers and practitioners in this field, especially the beginners of this research discipline.",Changwu Huang; Zeqi Zhang; Bifei Mao; X. Yao,IEEE Transactions on Artificial Intelligence,Unavailable,2023.0,10.1109/TAI.2022.3194503,Artificial Intelligence,overview artificial intelligence ethic,86,0.8005501500626387,"ethic, overview, intelligence, artificial, , , , , , ",86_ethic_overview_intelligence_artificial
Smart farming using artificial intelligence: A review,,Yaganteeswarudu Akkem; S. K. Biswas; Aruna Varanasi,Eng. Appl. Artif. Intell.,Unavailable,2023.0,10.1016/j.engappai.2023.105899,Artificial Intelligence,smart farming using artificial intelligence review,85,0.04053485760732098,"farming, using, smart, review, intelligence, artificial, , , , ",85_farming_using_smart_review
Artificial intelligence in radiology,,A. Hosny; C. Parmar; John Quackenbush; L. Schwartz; H. Aerts,Nature Reviews Cancer,Unavailable,2018.0,10.1038/s41568-018-0016-5,Artificial Intelligence,artificial intelligence radiology,84,0.9999999997748015,"radiology, intelligence, artificial, , , , , , , ",84_radiology_intelligence_artificial_
"From Artificial Intelligence to Explainable Artificial Intelligence in Industry 4.0: A Survey on What, How, and Where","Nowadays, Industry 4.0 can be considered a reality, a paradigm integrating modern technologies and innovations. Artificial intelligence (AI) can be considered the leading component of the industrial transformation enabling intelligent machines to execute tasks autonomously such as self-monitoring, interpretation, diagnosis, and analysis. AI-based methodologies (especially machine learning and deep learning support manufacturers and industries in predicting their maintenance needs and reducing downtime. Explainable artificial intelligence (XAI) studies and designs approaches, algorithms and tools producing human-understandable explanations of AI-based systems information and decisions. This article presents a comprehensive survey of AI and XAI-based methods adopted in the Industry 4.0 scenario. First, we briefly discuss different technologies enabling Industry 4.0. Then, we present an in-depth investigation of the main methods used in the literature: we also provide the details of what, how, why, and where these methods have been applied for Industry 4.0. Furthermore, we illustrate the opportunities and challenges that elicit future research directions toward responsible or human-centric AI and XAI systems, essential for adopting high-stakes industry applications.",Imran Ahmed; Gwanggil Jeon; F. Piccialli,IEEE Transactions on Industrial Informatics,Unavailable,2022.0,10.1109/TII.2022.3146552,Artificial Intelligence,artificial intelligence explainable artificial intelligence industry 40 survey,83,0.8935275847570643,"industry, 40, survey, explainable, intelligence, artificial, , , , ",83_industry_40_survey_explainable
Artificial intelligence-based solutions for climate change: a review,"Climate change is a major threat already causing system damage to urban and natural systems, and inducing global economic losses of over $500 billion. These issues may be partly solved by artificial intelligence because artificial intelligence integrates internet resources to make prompt suggestions based on accurate climate change predictions. Here we review recent research and applications of artificial intelligence in mitigating the adverse effects of climate change, with a focus on energy efficiency, carbon sequestration and storage, weather and renewable energy forecasting, grid management, building design, transportation, precision agriculture, industrial processes, reducing deforestation, and resilient cities. We found that enhancing energy efficiency can significantly contribute to reducing the impact of climate change. Smart manufacturing can reduce energy consumption, waste, and carbon emissions by 30–50% and, in particular, can reduce energy consumption in buildings by 30–50%. About 70% of the global natural gas industry utilizes artificial intelligence technologies to enhance the accuracy and reliability of weather forecasts. Combining smart grids with artificial intelligence can optimize the efficiency of power systems, thereby reducing electricity bills by 10–20%. Intelligent transportation systems can reduce carbon dioxide emissions by approximately 60%. Moreover, the management of natural resources and the design of resilient cities through the application of artificial intelligence can further promote sustainability.",Lin Chen; Zhonghao Chen; Yubing Zhang; Yunfei Liu; A. Osman; Mohamed Farghali; Jianmin Hua; A. Al-Fatesh; I. Ihara; David W. Rooney; P. Yap,Environmental Chemistry Letters,Unavailable,2023.0,10.1007/s10311-023-01617-y,Artificial Intelligence,artificial intelligencebased solution climate change review,81,0.9999999999158777,"intelligencebased, climate, change, solution, review, artificial, , , , ",81_intelligencebased_climate_change_solution
Artificial intelligence for digital and computational pathology,"Advances in digitizing tissue slides and the fast-paced progress in artificial intelligence, including deep learning, have boosted the field of computational pathology. This field holds tremendous potential to automate clinical diagnosis, predict patient prognosis and response to therapy, and discover new morphological biomarkers from tissue images. Some of these artificial intelligence-based systems are now getting approved to assist clinical diagnosis; however, technical barriers remain for their widespread clinical adoption and integration as a research tool. This Review consolidates recent methodological advances in computational pathology for predicting clinical end points in whole-slide images and highlights how these developments enable the automation of clinical practice and the discovery of new biomarkers. We then provide future perspectives as the field expands into a broader range of clinical and research tasks with increasingly diverse modalities of clinical data. Advances in digitizing human tissue slides and progress in artificial intelligence have boosted progress in the field of computational pathology. This Review consolidates recent methodological advances and provides future perspectives as the field expands to take on a broader range of clinical and research tasks. Supported by advances in artificial intelligence, curation of multi-institutional cohorts and the development of high-performance computing, computational pathology is now reaching clinical-grade performance for certain tasks. Artificial intelligence-based methods in computational pathology can be distinguished into methods for predicting clinical end points from tissue specimens and assistive tools for clinical or research tasks. Multiple instance learning is a rapidly growing paradigm for predicting clinical end points, such as disease diagnosis and molecular alterations, from whole-slide images. Computational pathology can be used for automating tasks that pathologists already perform in daily practice and for discovering morphological biomarkers for clinical outcomes of interest. Initiatives for collecting larger, well-curated and multimodal datasets, together with advances in artificial intelligence frameworks, are required for the clinical adoption of computational pathology tools. Supported by advances in artificial intelligence, curation of multi-institutional cohorts and the development of high-performance computing, computational pathology is now reaching clinical-grade performance for certain tasks. Artificial intelligence-based methods in computational pathology can be distinguished into methods for predicting clinical end points from tissue specimens and assistive tools for clinical or research tasks. Multiple instance learning is a rapidly growing paradigm for predicting clinical end points, such as disease diagnosis and molecular alterations, from whole-slide images. Computational pathology can be used for automating tasks that pathologists already perform in daily practice and for discovering morphological biomarkers for clinical outcomes of interest. Initiatives for collecting larger, well-curated and multimodal datasets, together with advances in artificial intelligence frameworks, are required for the clinical adoption of computational pathology tools.",Andrew H. Song; Guillaume Jaume; Drew F. K. Williamson; Ming Y. Lu; Anurag Vaidya; Tiffany R. Miller; Faisal Mahmood,Nature Reviews Bioengineering,Unavailable,2023.0,10.1038/s44222-023-00096-8,Artificial Intelligence,artificial intelligence digital computational pathology,82,0.9277117773483587,"digital, computational, pathology, intelligence, artificial, , , , , ",82_digital_computational_pathology_intelligence
"Generative artificial intelligence empowers educational reform: current status, issues, and prospects","The emergence of Chat GPT has once again sparked a wave of information revolution in generative artificial intelligence. This article provides a detailed overview of the development and technical support of generative artificial intelligence. It conducts an in-depth analysis of the current application of generative artificial intelligence in the field of education, and identifies problems in four aspects: opacity and unexplainability, data privacy and security, personalization and fairness, and effectiveness and reliability. Corresponding solutions are proposed, such as developing explainable and fair algorithms, upgrading encryption technology, and formulating relevant laws and regulations to protect data, as well as improving the quality and quantity of datasets. The article also looks ahead to the future development trends of generative artificial intelligence in education from four perspectives: personalized education, intelligent teaching, collaborative education, and virtual teaching. The aim of the study is to provide important reference value for research and practice in this field.",Haotian Yu; Yunyun Guo,,Unavailable,2023.0,10.3389/feduc.2023.1183162,Artificial Intelligence,generative artificial intelligence empowers educational reform current status issue prospect,80,0.034850461223571695,"reform, prospect, empowers, educational, status, issue, current, generative, intelligence, artificial",80_reform_prospect_empowers_educational
Artificial intelligence in healthcare and education,"Artificial intelligence (AI) is rapidly transforming the healthcare and medical and dental education sectors. With advancements in AI technology and its integration into routine tasks, the field of healthcare and education is rapidly evolving. This article aims to provide an in-depth analysis of the impact of AI in these sectors and to discuss the advantages and disadvantages of its integration. The article will begin by examining the use of AI in healthcare, including its impact on patient care, diagnosis and treatment, and the benefits it brings to medical professionals and patients alike. The article will then delve into the use of AI in medical and dental education, exploring its impact on student learning and teaching practices, and the benefits and challenges it presents for educators and students. Additionally, this article will also cover the impact of AI on the publishing of scientific articles in journals. With the increasing volume of submissions and the need for more efficient management, AI is being utilised to streamline the peer-review process and improve the quality of peer-review. The article will also delve into the possibility of AI enabling new forms of publication and supporting reproducibility, helping to improve the overall quality of scientific publications. Furthermore, the authors of this article have written it using AI, making it a landmark paper that showcases the true technological power of AI in the field of writing. This article has been entirely written by the artificial intelligence (AI) software ChatGPT. This article seeks to describe ways in which AI can be implemented in different fields of healthcare and medical and dental education. The use of AI in publishing is discussed. The authors comment on the newly emerging field of AI and discusses its limitations, risks and benefits.",M. Dave; N. Patel,British Dental Journal,Unavailable,2023.0,10.1038/s41415-023-5845-2,Artificial Intelligence,artificial intelligence healthcare education,79,0.9999999995268951,"healthcare, education, intelligence, artificial, , , , , , ",79_healthcare_education_intelligence_artificial
Artificial Intelligence in Education: A Review,"The purpose of this study was to assess the impact of Artificial Intelligence (AI) on education. Premised on a narrative and framework for assessing AI identified from a preliminary analysis, the scope of the study was limited to the application and effects of AI in administration, instruction, and learning. A qualitative research approach, leveraging the use of literature review as a research design and approach was used and effectively facilitated the realization of the study purpose. Artificial intelligence is a field of study and the resulting innovations and developments that have culminated in computers, machines, and other artifacts having human-like intelligence characterized by cognitive abilities, learning, adaptability, and decision-making capabilities. The study ascertained that AI has extensively been adopted and used in education, particularly by education institutions, in different forms. AI initially took the form of computer and computer related technologies, transitioning to web-based and online intelligent education systems, and ultimately with the use of embedded computer systems, together with other technologies, the use of humanoid robots and web-based chatbots to perform instructors’ duties and functions independently or with instructors. Using these platforms, instructors have been able to perform different administrative functions, such as reviewing and grading students’ assignments more effectively and efficiently, and achieve higher quality in their teaching activities. On the other hand, because the systems leverage machine learning and adaptability, curriculum and content has been customized and personalized in line with students’ needs, which has fostered uptake and retention, thereby improving learners experience and overall quality of learning.",Lijia Chen; Pingping Chen; Zhijian Lin,IEEE Access,Unavailable,2020.0,10.1109/ACCESS.2020.2988510,Artificial Intelligence,artificial intelligence education review,78,0.9999999998088938,"education, review, intelligence, artificial, , , , , , ",78_education_review_intelligence_artificial
Artificial Intelligence A Modern Approach 3rd,,,,Unavailable,2022.0,DOI Unavailable,Artificial Intelligence,artificial intelligence modern approach 3rd,77,0.9999999999134078,"3rd, modern, approach, intelligence, artificial, , , , , ",77_3rd_modern_approach_intelligence
Empowering learners for the age of artificial intelligence,,D. Gašević; G. Siemens; Shazia Sadiq,Comput. Educ. Artif. Intell.,Unavailable,2023.0,10.1016/j.caeai.2023.100130,Artificial Intelligence,empowering learner age artificial intelligence,76,0.9999999998482643,"learner, empowering, age, intelligence, artificial, , , , , ",76_learner_empowering_age_intelligence
"Artificial intelligence in healthcare: past, present and future","Artificial intelligence (AI) aims to mimic human cognitive functions. It is bringing a paradigm shift to healthcare, powered by increasing availability of healthcare data and rapid progress of analytics techniques. We survey the current status of AI applications in healthcare and discuss its future. AI can be applied to various types of healthcare data (structured and unstructured). Popular AI techniques include machine learning methods for structured data, such as the classical support vector machine and neural network, and the modern deep learning, as well as natural language processing for unstructured data. Major disease areas that use AI tools include cancer, neurology and cardiology. We then review in more details the AI applications in stroke, in the three major areas of early detection and diagnosis, treatment, as well as outcome prediction and prognosis evaluation. We conclude with discussion about pioneer AI systems, such as IBM Watson, and hurdles for real-life deployment of AI.",F. Jiang; Yong Jiang; Hui Zhi; Yi Dong; Hao Li; Sufeng Ma; Yilong Wang; Q. Dong; Haipeng Shen; Yongjun Wang,Stroke and Vascular Neurology,Unavailable,2017.0,10.1136/svn-2017-000101,Artificial Intelligence,artificial intelligence healthcare past present future,74,0.999999999833437,"past, present, future, healthcare, intelligence, artificial, , , , ",74_past_present_future_healthcare
Legal and Ethical Consideration in Artificial Intelligence in Healthcare: Who Takes Responsibility?,"The legal and ethical issues that confront society due to Artificial Intelligence (AI) include privacy and surveillance, bias or discrimination, and potentially the philosophical challenge is the role of human judgment. Concerns about newer digital technologies becoming a new source of inaccuracy and data breaches have arisen as a result of its use. Mistakes in the procedure or protocol in the field of healthcare can have devastating consequences for the patient who is the victim of the error. Because patients come into contact with physicians at moments in their lives when they are most vulnerable, it is crucial to remember this. Currently, there are no well-defined regulations in place to address the legal and ethical issues that may arise due to the use of artificial intelligence in healthcare settings. This review attempts to address these pertinent issues highlighting the need for algorithmic transparency, privacy, and protection of all the beneficiaries involved and cybersecurity of associated vulnerabilities.",Nithesh Naik; B. Hameed; Dasharathraj K. Shetty; Dishant Swain; M. Shah; R. Paul; Kaivalya Aggarwal; Sufyan Ibrahim; Vathsala Patil; Komal Smriti; Suyog Shetty; Bhavan Prasad Rai; P. Chłosta; B. Somani,Frontiers in Surgery,Unavailable,2022.0,10.3389/fsurg.2022.862322,Artificial Intelligence,legal ethical consideration artificial intelligence healthcare take responsibility,50,0.9999999998890922,"responsibility, legal, consideration, take, ethical, healthcare, intelligence, artificial, , ",50_responsibility_legal_consideration_take
The potential for artificial intelligence in healthcare,"ABSTRACT The complexity and rise of data in healthcare means that artificial intelligence (AI) will increasingly be applied within the field. Several types of AI are already being employed by payers and providers of care, and life sciences companies. The key categories of applications involve diagnosis and treatment recommendations, patient engagement and adherence, and administrative activities. Although there are many instances in which AI can perform healthcare tasks as well or better than humans, implementation factors will prevent large-scale automation of healthcare professional jobs for a considerable period. Ethical issues in the application of AI to healthcare are also discussed.",T. Davenport; R. Kalakota,Future Healthcare Journal,Unavailable,2019.0,10.7861/futurehosp.6-2-94,Artificial Intelligence,potential artificial intelligence healthcare,6,0.9999999997809553,"potential, drawback, healthcare, sector, solution, intelligence, artificial, , , ",6_potential_drawback_healthcare_sector
Trustworthy Artificial Intelligence: A Review,"Artificial intelligence (AI) and algorithmic decision making are having a profound impact on our daily lives. These systems are vastly used in different high-stakes applications like healthcare, business, government, education, and justice, moving us toward a more algorithmic society. However, despite so many advantages of these systems, they sometimes directly or indirectly cause harm to the users and society. Therefore, it has become essential to make these systems safe, reliable, and trustworthy. Several requirements, such as fairness, explainability, accountability, reliability, and acceptance, have been proposed in this direction to make these systems trustworthy. This survey analyzes all of these different requirements through the lens of the literature. It provides an overview of different approaches that can help mitigate AI risks and increase trust and acceptance of the systems by utilizing the users and society. It also discusses existing strategies for validating and verifying these systems and the current standardization efforts for trustworthy AI. Finally, we present a holistic view of the recent advancements in trustworthy AI to help the interested researchers grasp the crucial facets of the topic efficiently and offer possible future research directions.",Davinder Kaur; Suleyman Uslu; Kaley J. Rittichier; A. Durresi,ACM Computing Surveys (CSUR),Unavailable,2022.0,10.1145/3491209,Artificial Intelligence,trustworthy artificial intelligence review,10,0.886179239105054,"trustworthy, review, intelligence, artificial, , , , , , ",10_trustworthy_review_intelligence_artificial
Ethical principles for artificial intelligence in education,"The advancement of artificial intelligence in education (AIED) has the potential to transform the educational landscape and influence the role of all involved stakeholders. In recent years, the applications of AIED have been gradually adopted to progress our understanding of students’ learning and enhance learning performance and experience. However, the adoption of AIED has led to increasing ethical risks and concerns regarding several aspects such as personal data and learner autonomy. Despite the recent announcement of guidelines for ethical and trustworthy AIED, the debate revolves around the key principles underpinning ethical AIED. This paper aims to explore whether there is a global consensus on ethical AIED by mapping and analyzing international organizations’ current policies and guidelines. In this paper, we first introduce the opportunities offered by AI in education and potential ethical issues. Then, thematic analysis was conducted to conceptualize and establish a set of ethical principles by examining and synthesizing relevant ethical policies and guidelines for AIED. We discuss each principle and associated implications for relevant educational stakeholders, including students, teachers, technology developers, policymakers, and institutional decision-makers. The proposed set of ethical principles is expected to serve as a framework to inform and guide educational stakeholders in the development and deployment of ethical and trustworthy AIED as well as catalyze future development of related impact studies in the field.",Andy Nguyen; H. Ngo; Yvonne Hong; Belle Dang; Bich-Phuong Thi Nguyen,Education and Information Technologies,Unavailable,2022.0,10.1007/s10639-022-11316-w,Artificial Intelligence,ethical principle artificial intelligence education,3,0.9999999997109364,"ethical, principle, k12, setting, addressing, challenge, education, intelligence, artificial, ",3_ethical_principle_k12_setting
"Artificial intelligence in disease diagnosis: a systematic literature review, synthesizing framework and future research agenda","Artificial intelligence can assist providers in a variety of patient care and intelligent health systems. Artificial intelligence techniques ranging from machine learning to deep learning are prevalent in healthcare for disease diagnosis, drug discovery, and patient risk identification. Numerous medical data sources are required to perfectly diagnose diseases using artificial intelligence techniques, such as ultrasound, magnetic resonance imaging, mammography, genomics, computed tomography scan, etc. Furthermore, artificial intelligence primarily enhanced the infirmary experience and sped up preparing patients to continue their rehabilitation at home. This article covers the comprehensive survey based on artificial intelligence techniques to diagnose numerous diseases such as Alzheimer, cancer, diabetes, chronic heart disease, tuberculosis, stroke and cerebrovascular, hypertension, skin, and liver disease. We conducted an extensive survey including the used medical imaging dataset and their feature extraction and classification process for predictions. Preferred reporting items for systematic reviews and Meta-Analysis guidelines are used to select the articles published up to October 2020 on the Web of Science, Scopus, Google Scholar, PubMed, Excerpta Medical Database, and Psychology Information for early prediction of distinct kinds of diseases using artificial intelligence-based techniques. Based on the study of different articles on disease diagnosis, the results are also compared using various quality parameters such as prediction rate, accuracy, sensitivity, specificity, the area under curve precision, recall, and F1-score.",Yogesh Kumar; Apeksha Koul; Ruchika Singla; M. Ijaz,Journal of Ambient Intelligence and Humanized Computing,Unavailable,2022.0,10.1007/s12652-021-03612-z,Artificial Intelligence,artificial intelligence disease diagnosis systematic literature review synthesizing framework future research agenda,19,0.9368325666903479,"synthesizing, agenda, framework, diagnosis, literature, systematic, disease, future, research, review",19_synthesizing_agenda_framework_diagnosis
Artificial Intelligence and Jobs: Evidence from Online Vacancies,"We study the impact of artificial intelligence (AI) on labor markets using establishment-level data on the near universe of online vacancies in the United States from 2010 onward. There is rapid growth in AI-related vacancies over 2010–18 that is driven by establishments whose workers engage in tasks compatible with AI’s current capabilities. As these AI-exposed establishments adopt AI, they simultaneously reduce hiring in non-AI positions and change the skill requirements of remaining postings. While visible at the establishment level, the aggregate impacts of AI-labor substitution on employment and wage growth in more exposed occupations and industries is currently too small to be detectable.",D. Acemoglu; David Autor; J. Hazell; P. Restrepo,Journal of Labor Economics,Unavailable,2022.0,10.1086/718327,Artificial Intelligence,artificial intelligence job evidence online vacancy,23,0.9999999997911507,"job, vacancy, online, evidence, intelligence, artificial, , , , ",23_job_vacancy_online_evidence
