title,link,doi,abstract,year,Processed_Title,Topic,Topic_Probability,Topic_Keywords,Topic_Name
Artificial intelligence in cancer target identification and drug discovery,https://www.semanticscholar.org/paper/8e08f45826991850f3077dc09206ae4a4f94d194,10.1038/s41392-022-00994-0,"Artificial intelligence is an advanced method to identify novel anticancer targets and discover novel drugs from biology networks because the networks can effectively preserve and quantify the interaction between components of cell systems underlying human diseases such as cancer. Here, we review and discuss how to employ artificial intelligence approaches to identify novel anticancer targets and discover drugs. First, we describe the scope of artificial intelligence biology analysis for novel anticancer target investigations. Second, we review and discuss the basic principles and theory of commonly used network-based and machine learning-based artificial intelligence algorithms. Finally, we showcase the applications of artificial intelligence approaches in cancer target identification and drug discovery. Taken together, the artificial intelligence models have provided us with a quantitative framework to study the relationship between network characteristics and cancer, thereby leading to the identification of potential anticancer targets and the discovery of novel drug candidates.",2022.0,artificial intelligence cancer target identification drug discovery,44,0.9999999998257745,"identification, target, cancer, drug, discovery, intelligence, artificial, , , ",44_identification_target_cancer_drug
Artificial Intelligence in Meta-optics,https://www.semanticscholar.org/paper/36e2d3fd64ac4b9d1de81efd7db13c394f9dc95d,10.1021/acs.chemrev.2c00012,"Recent years have witnessed promising artificial intelligence (AI) applications in many disciplines, including optics, engineering, medicine, economics, and education. In particular, the synergy of AI and meta-optics has greatly benefited both fields. Meta-optics are advanced flat optics with novel functions and light-manipulation abilities. The optical properties can be engineered with a unique design to meet various optical demands. This review offers comprehensive coverage of meta-optics and artificial intelligence in synergy. After providing an overview of AI and meta-optics, we categorize and discuss the recent developments integrated by these two topics, namely AI for meta-optics and meta-optics for AI. The former describes how to apply AI to the research of meta-optics for design, simulation, optical information analysis, and application. The latter reports the development of the optical Al system and computation via meta-optics. This review will also provide an in-depth discussion of the challenges of this interdisciplinary field and indicate future directions. We expect that this review will inspire researchers in these fields and benefit the next generation of intelligent optical device design.",2022.0,artificial intelligence metaoptics,43,0.7853111088745188,"metaoptics, intelligence, artificial, , , , , , , ",43_metaoptics_intelligence_artificial_
"Human-Centered Artificial Intelligence: Reliable, Safe & Trustworthy",https://www.semanticscholar.org/paper/e49f67fa5c946ad24afcf59699a9cacf1ca53924,10.1080/10447318.2020.1741118,"ABSTRACT Well-designed technologies that offer high levels of human control and high levels of computer automation can increase human performance, leading to wider adoption. The Human-Centered Artificial Intelligence (HCAI) framework clarifies how to (1) design for high levels of human control and high levels of computer automation so as to increase human performance, (2) understand the situations in which full human control or full computer control are necessary, and (3) avoid the dangers of excessive human control or excessive computer control. The methods of HCAI are more likely to produce designs that are Reliable, Safe & Trustworthy (RST). Achieving these goals will dramatically increase human performance, while supporting human self-efficacy, mastery, creativity, and responsibility.",2020.0,humancentered artificial intelligence reliable safe trustworthy,42,0.9999999998889151,"safe, reliable, humancentered, trustworthy, intelligence, artificial, , , , ",42_safe_reliable_humancentered_trustworthy
Principles of Artificial Intelligence,https://www.semanticscholar.org/paper/bfa4ea39e94e38160e4277dfaff5a3c20ba1498a,10.1007/978-3-662-09438-9,,1980.0,principle artificial intelligence,40,0.9999999998868258,"principle, intelligence, artificial, , , , , , , ",40_principle_intelligence_artificial_
Frontiers in Artificial Intelligence and Applications,https://www.semanticscholar.org/paper/6094988c9ebe2621e6cccc7bc6f52248117e19d0,10.1109/ICCAKM54721.2022.9990098,"The industrial revolution has been the main cause ever since tremendous technological advancement was observed. The ubiquitous deployment of recent information and communication technologies (ICT), namely Artificial Intelligence (AI), Internet of Things (IoT), and Blockchain technology, is hastening the world’s industrial and technological transformation. This technical aggrandizement enhances the working culture and has a favorable impact on the workplace, as per the progressivist perspective. The breakneck pace of technological advancement, as well as AI, has enabled humans to replace manual labor in various industries. As being a domain of science and technology, AI develops machines and programs for computers that are intelligent and can accomplish tasks that would normally require human intelligence abilities. This paper mainly explores the frontiers of artificial intelligence and its applications in various fields. The AI Frontiers promulgate methodical concepts that are peer-reviewed cutting-edge research on the disruptive technological revolution of Artificial Intelligence. Additionally, some key viewpoints in the field of AI have been listed along with the main frontiers, including Machine Learning (ML), Deep Learning (DL), Fuzzy Logic (FL), Natural Language Processor (NLP), and Genetic Algorithm (GA). Furthermore, this paper discussed some common AI applications and a briefing about the current scenario in the worldwide market for artificial intelligence.",2022.0,frontier artificial intelligence application,31,0.9999999998286924,"frontier, application, intelligence, artificial, , , , , , ",31_frontier_application_intelligence_artificial
Attitudes and perception of artificial intelligence in healthcare: A cross-sectional survey among patients,https://www.semanticscholar.org/paper/3221bd430f90af7ebc033b8a10dab08fc40c8eba,10.1177/20552076221116772,"Objective The attitudes about the usage of artificial intelligence in healthcare are controversial. Unlike the perception of healthcare professionals, the attitudes of patients and their companions have been of less interest so far. In this study, we aimed to investigate the perception of artificial intelligence in healthcare among this highly relevant group along with the influence of digital affinity and sociodemographic factors. Methods We conducted a cross-sectional study using a paper-based questionnaire with patients and their companions at a German tertiary referral hospital from December 2019 to February 2020. The questionnaire consisted of three sections examining (a) the respondents’ technical affinity, (b) their perception of different aspects of artificial intelligence in healthcare and (c) sociodemographic characteristics. Results From a total of 452 participants, more than 90% already read or heard about artificial intelligence, but only 24% reported good or expert knowledge. Asked on their general perception, 53.18% of the respondents rated the use of artificial intelligence in medicine as positive or very positive, but only 4.77% negative or very negative. The respondents denied concerns about artificial intelligence, but strongly agreed that artificial intelligence must be controlled by a physician. Older patients, women, persons with lower education and technical affinity were more cautious on the healthcare-related artificial intelligence usage. Conclusions German patients and their companions are open towards the usage of artificial intelligence in healthcare. Although showing only a mediocre knowledge about artificial intelligence, a majority rated artificial intelligence in healthcare as positive. Particularly, patients insist that a physician supervises the artificial intelligence and keeps ultimate responsibility for diagnosis and therapy.",2022.0,attitude perception artificial intelligence healthcare crosssectional survey among patient,39,0.2530830588295915,"perception, patient, among, crosssectional, attitude, survey, healthcare, intelligence, artificial, ",39_perception_patient_among_crosssectional
Future paths for integer programming and links to artificial intelligence,https://www.semanticscholar.org/paper/c4028f56b7eda912ba0d8471cd752eacddeb131f,10.1016/0305-0548(86)90048-1,,1986.0,future path integer programming link artificial intelligence,38,0.21516453270523433,"path, link, integer, programming, future, intelligence, artificial, , , ",38_path_link_integer_programming
Artificial intelligence to deep learning: machine intelligence approach for drug discovery,https://www.semanticscholar.org/paper/29409efa04ac99ccf01d2a011d21d5d14e870000,10.1007/s11030-021-10217-3,"Drug designing and development is an important area of research for pharmaceutical companies and chemical scientists. However, low efficacy, off-target delivery, time consumption, and high cost impose a hurdle and challenges that impact drug design and discovery. Further, complex and big data from genomics, proteomics, microarray data, and clinical trials also impose an obstacle in the drug discovery pipeline. Artificial intelligence and machine learning technology play a crucial role in drug discovery and development. In other words, artificial neural networks and deep learning algorithms have modernized the area. Machine learning and deep learning algorithms have been implemented in several drug discovery processes such as peptide synthesis, structure-based virtual screening, ligand-based virtual screening, toxicity prediction, drug monitoring and release, pharmacophore modeling, quantitative structure–activity relationship, drug repositioning, polypharmacology, and physiochemical activity. Evidence from the past strengthens the implementation of artificial intelligence and deep learning in this field. Moreover, novel data mining, curation, and management techniques provided critical support to recently developed modeling algorithms. In summary, artificial intelligence and deep learning advancements provide an excellent opportunity for rational drug design and discovery process, which will eventually impact mankind. The primary concern associated with drug design and development is time consumption and production cost. Further, inefficiency, inaccurate target delivery, and inappropriate dosage are other hurdles that inhibit the process of drug delivery and development. With advancements in technology, computer-aided drug design integrating artificial intelligence algorithms can eliminate the challenges and hurdles of traditional drug design and development. Artificial intelligence is referred to as superset comprising machine learning, whereas machine learning comprises supervised learning, unsupervised learning, and reinforcement learning. Further, deep learning, a subset of machine learning, has been extensively implemented in drug design and development. The artificial neural network, deep neural network, support vector machines, classification and regression, generative adversarial networks, symbolic learning, and meta-learning are examples of the algorithms applied to the drug design and discovery process. Artificial intelligence has been applied to different areas of drug design and development process, such as from peptide synthesis to molecule design, virtual screening to molecular docking, quantitative structure–activity relationship to drug repositioning, protein misfolding to protein–protein interactions, and molecular pathway identification to polypharmacology. Artificial intelligence principles have been applied to the classification of active and inactive, monitoring drug release, pre-clinical and clinical development, primary and secondary drug screening, biomarker development, pharmaceutical manufacturing, bioactivity identification and physiochemical properties, prediction of toxicity, and identification of mode of action.",2021.0,artificial intelligence deep learning machine intelligence approach drug discovery,37,0.9999999999450925,"deep, machine, drug, discovery, approach, learning, intelligence, artificial, , ",37_deep_machine_drug_discovery
"Artificial intelligence, robotics, advanced technologies and human resource management: a systematic review",https://www.semanticscholar.org/paper/bd3d0238549555bd07fd25ff61b3d7e01eb02296,10.1080/09585192.2020.1871398,"Abstract Although academic production in intelligent automation (e.g. artificial intelligence, robotics) has grown rapidly, we still lack a comprehensive understanding of the impacts of the utilization of these technologies in human resource management (HRM) at an organizational (firms) and individual (employees) level. This study therefore aims to systematize the academic inputs on intelligent automation so far and to clarify what are its main contributions to and challenges for HRM. In a systematic search of 13,136 potentially relevant studies published in the top HRM, international business (IB), general management (GM) and information management (IM) journals, we found 45 articles studying artificial intelligence, robotics and other advanced technologies within HRM settings. Results show that intelligent automation technologies constitute a new approach to managing employees and enhancing firm performance, thus offering several opportunities for HRM but also considerable challenges at a technological and ethical level. The impact of these technologies has been identified to concentrate on HRM strategies, namely, job replacement, human-robot/AI collaboration, decision-making and learning opportunities, and HRM activities, namely, recruiting, training and job performance. This study discusses these shifts in detail, along with the main contributions to theory and practice and directions for future research.",2021.0,artificial intelligence robotics advanced technology human resource management systematic review,36,0.39005899963247453,"robotics, resource, advanced, systematic, management, human, technology, review, intelligence, artificial",36_robotics_resource_advanced_systematic
The role of artificial intelligence in healthcare: a structured literature review,https://www.semanticscholar.org/paper/a81434e08ea760cc364c5a9d8aa8cdc09fcbc9f1,10.1186/s12911-021-01488-9,"Background/Introduction Artificial intelligence (AI) in the healthcare sector is receiving attention from researchers and health professionals. Few previous studies have investigated this topic from a multi-disciplinary perspective, including accounting, business and management, decision sciences and health professions. Methods The structured literature review with its reliable and replicable research protocol allowed the researchers to extract 288 peer-reviewed papers from Scopus. The authors used qualitative and quantitative variables to analyse authors, journals, keywords, and collaboration networks among researchers. Additionally, the paper benefited from the Bibliometrix R software package. Results The investigation showed that the literature in this field is emerging. It focuses on health services management, predictive medicine, patient data and diagnostics, and clinical decision-making. The United States, China, and the United Kingdom contributed the highest number of studies. Keyword analysis revealed that AI can support physicians in making a diagnosis, predicting the spread of diseases and customising treatment paths. Conclusions The literature reveals several AI applications for health services and a stream of research that has not fully been covered. For instance, AI projects require skills and data quality awareness for data-intensive analysis and knowledge-based management. Insights can help researchers and health professionals understand and address future research on AI in the healthcare field.",2021.0,role artificial intelligence healthcare structured literature review,35,0.9999999997101665,"structured, literature, role, healthcare, review, intelligence, artificial, , , ",35_structured_literature_role_healthcare
"Edge Artificial Intelligence for 6G: Vision, Enabling Technologies, and Applications",https://www.semanticscholar.org/paper/be0bbf06977c4dadbf702287733187884a531b8a,10.1109/jsac.2021.3126076,"The thriving of artificial intelligence (AI) applications is driving the further evolution of wireless networks. It has been envisioned that 6G will be transformative and will revolutionize the evolution of wireless from “connected things” to “connected intelligence”. However, state-of-the-art deep learning and big data analytics based AI systems require tremendous computation and communication resources, causing significant latency, energy consumption, network congestion, and privacy leakage in both of the training and inference processes. By embedding model training and inference capabilities into the network edge, edge AI stands out as a disruptive technology for 6G to seamlessly integrate sensing, communication, computation, and intelligence, thereby improving the efficiency, effectiveness, privacy, and security of 6G networks. In this paper, we shall provide our vision for scalable and trustworthy edge AI systems with integrated design of wireless communication strategies and decentralized machine learning models. New design principles of wireless networks, service-driven resource allocation optimization methods, as well as a holistic end-to-end system architecture to support edge AI will be described. Standardization, software and hardware platforms, and application scenarios are also discussed to facilitate the industrialization and commercialization of edge AI systems.",2021.0,edge artificial intelligence 6g vision enabling technology application,34,0.9999999999231945,"enabling, vision, 6g, edge, technology, application, intelligence, artificial, , ",34_enabling_vision_6g_edge
Explainable artificial intelligence: an analytical review,https://www.semanticscholar.org/paper/0ca9a5ef7695fdaa65325761164c70e56739a902,10.1002/widm.1424,"This paper provides a brief analytical review of the current state‐of‐the‐art in relation to the explainability of artificial intelligence in the context of recent advances in machine learning and deep learning. The paper starts with a brief historical introduction and a taxonomy, and formulates the main challenges in terms of explainability building on the recently formulated National Institute of Standards four principles of explainability. Recently published methods related to the topic are then critically reviewed and analyzed. Finally, future directions for research are suggested.",2021.0,explainable artificial intelligence analytical review,32,0.9999999998947844,"analytical, explainable, review, intelligence, artificial, , , , , ",32_analytical_explainable_review_intelligence
A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,https://www.semanticscholar.org/paper/83311744b174550032cfe09cb2940703dc9c9245,10.1155/2021/8812542,"This study provided a content analysis of studies aiming to disclose how artificial intelligence (AI) has been applied to the education sector and explore the potential research trends and challenges of AI in education. A total of 100 papers including 63 empirical papers (74 studies) and 37 analytic papers were selected from the education and educational research category of Social Sciences Citation Index database from 2010 to 2020. The content analysis showed that the research questions could be classified into development layer (classification, matching, recommendation, and deep learning), application layer (feedback, reasoning, and adaptive learning), and integration layer (affection computing, role-playing, immersive learning, and gamification). Moreover, four research trends, including Internet of Things, swarm intelligence, deep learning, and neuroscience, as well as an assessment of AI in education, were suggested for further investigation. However, we also proposed the challenges in education may be caused by AI with regard to inappropriate use of AI techniques, changing roles of teachers and students, as well as social and ethical issues. The results provide insights into an overview of the AI used for education domain, which helps to strengthen the theoretical foundation of AI in education and provides a promising channel for educators and AI engineers to carry out further collaborative research.",2021.0,review artificial intelligence ai education 2010 2020,30,0.7839358710414416,"2020, 2010, ai, education, review, intelligence, artificial, , , ",30_2020_2010_ai_education
Artificial intelligence in healthcare: transforming the practice of medicine,https://www.semanticscholar.org/paper/2b6d375d8abea91d46894ebfa7051077253834d5,10.7861/fhj.2021-0095,"ABSTRACT Artificial intelligence (AI) is a powerful and disruptive area of computer science, with the potential to fundamentally transform the practice of medicine and the delivery of healthcare. In this review article, we outline recent breakthroughs in the application of AI in healthcare, describe a roadmap to building effective, reliable and safe AI systems, and discuss the possible future direction of AI augmented healthcare systems.",2021.0,artificial intelligence healthcare transforming practice medicine,10,0.9999999998455499,"transforming, practice, medicine, healthcare, intelligence, artificial, , , , ",10_transforming_practice_medicine_healthcare
Artificial Intelligence and Business Value: a Literature Review,https://www.semanticscholar.org/paper/286a3bf8579deadd9b892bb800614b7c35d5d9a6,10.1007/s10796-021-10186-w,"Artificial Intelligence (AI) are a wide-ranging set of technologies that promise several advantages for organizations in terms off added business value. Over the past few years, organizations are increasingly turning to AI in order to gain business value following a deluge of data and a strong increase in computational capacity. Nevertheless, organizations are still struggling to adopt and leverage AI in their operations. The lack of a coherent understanding of how AI technologies create business value, and what type of business value is expected, therefore necessitates a holistic understanding. This study provides a systematic literature review that attempts to explain how organizations can leverage AI technologies in their operations and elucidate the value-generating mechanisms. Our analysis synthesizes the current literature and highlights: (1) the key enablers and inhibitors of AI adoption and use; (2) the typologies of AI use in the organizational setting; and (3) the first- and second-order effects of AI. The paper concludes with an identification of the gaps in the literature and develops a research agenda that identifies areas that need to be addressed by future studies.",2021.0,artificial intelligence business value literature review,29,0.9999999998417317,"business, value, literature, review, intelligence, artificial, , , , ",29_business_value_literature_review
Explainable artificial intelligence: a comprehensive review,https://www.semanticscholar.org/paper/d1f0f33c197dc9932c4a2e42eb1a8a60635bb401,10.1007/s10462-021-10088-y,,2021.0,explainable artificial intelligence comprehensive review,33,0.07895104969099878,"comprehensive, explainable, review, intelligence, artificial, , , , , ",33_comprehensive_explainable_review_intelligence
Artificial intelligence-enhanced electrocardiography in cardiovascular disease management,https://www.semanticscholar.org/paper/a7a65aec0792126674544fdbdca1aff418de3add,10.1038/s41569-020-00503-2,"The application of artificial intelligence (AI) to the electrocardiogram (ECG), a ubiquitous and standardized test, is an example of the ongoing transformative effect of AI on cardiovascular medicine. Although the ECG has long offered valuable insights into cardiac and non-cardiac health and disease, its interpretation requires considerable human expertise. Advanced AI methods, such as deep-learning convolutional neural networks, have enabled rapid, human-like interpretation of the ECG, while signals and patterns largely unrecognizable to human interpreters can be detected by multilayer AI networks with precision, making the ECG a powerful, non-invasive biomarker. Large sets of digital ECGs linked to rich clinical data have been used to develop AI models for the detection of left ventricular dysfunction, silent (previously undocumented and asymptomatic) atrial fibrillation and hypertrophic cardiomyopathy, as well as the determination of a person’s age, sex and race, among other phenotypes. The clinical and population-level implications of AI-based ECG phenotyping continue to emerge, particularly with the rapid rise in the availability of mobile and wearable ECG technologies. In this Review, we summarize the current and future state of the AI-enhanced ECG in the detection of cardiovascular disease in at-risk populations, discuss its implications for clinical decision-making in patients with cardiovascular disease and critically appraise potential limitations and unknowns. In this Review, Friedman and colleagues summarize the use of artificial intelligence-enhanced electrocardiography in the detection of cardiovascular disease in at-risk populations, discuss its implications for clinical decision-making in patients with cardiovascular disease and critically appraise potential limitations and unknowns. The feasibility and potential value of the application of advanced artificial intelligence methods, particularly deep-learning convolutional neural networks (CNNs), to the electrocardiogram (ECG) have been demonstrated. CNNs developed with the use of large numbers of digital ECGs linked to rich clinical datasets might be able to perform accurate and nuanced, human-like interpretation of ECGs. CNNs have also been developed to detect asymptomatic left ventricular dysfunction, silent atrial fibrillation, hypertrophic cardiomyopathy and an individual’s age, sex and race on the basis of the ECG alone. CNNs to detect other cardiac conditions, such as aortic valve stenosis and amyloid heart disease, are in active development. These approaches might be applicable to the standard 12-lead ECG or to data obtained from single-lead or multilead mobile or wearable ECG technologies. Evidence on patient outcomes, as well as the challenges and potential limitations from the real-world implementation of the artificial intelligence-enhanced ECG, continues to emerge. The feasibility and potential value of the application of advanced artificial intelligence methods, particularly deep-learning convolutional neural networks (CNNs), to the electrocardiogram (ECG) have been demonstrated. CNNs developed with the use of large numbers of digital ECGs linked to rich clinical datasets might be able to perform accurate and nuanced, human-like interpretation of ECGs. CNNs have also been developed to detect asymptomatic left ventricular dysfunction, silent atrial fibrillation, hypertrophic cardiomyopathy and an individual’s age, sex and race on the basis of the ECG alone. CNNs to detect other cardiac conditions, such as aortic valve stenosis and amyloid heart disease, are in active development. These approaches might be applicable to the standard 12-lead ECG or to data obtained from single-lead or multilead mobile or wearable ECG technologies. Evidence on patient outcomes, as well as the challenges and potential limitations from the real-world implementation of the artificial intelligence-enhanced ECG, continues to emerge.",2021.0,artificial intelligenceenhanced electrocardiography cardiovascular disease management,47,0.4122034658724744,"intelligenceenhanced, electrocardiography, cardiovascular, management, disease, artificial, , , , ",47_intelligenceenhanced_electrocardiography_cardiovascular_management
Artificial Intelligence in Agriculture,https://www.semanticscholar.org/paper/1b98394ce2be8a7bf575d3b5ef8b569396e60c63,10.22214/ijraset.2022.40308,"Abstract: Agriculture Sector plays important role in economic sector. The artificial intelligence is main concern and the emerging subject all across world. And population increasing day by day and with the increasing demand employment and food is also increasing. Our traditional method which was used by the farmer were not sufficient enough to fulfill the requirements. Consequently, synthetic intelligence technique is added. This method supplied meals requirement and employment possibilities to many people. Artificial Intelligence in agriculture has added associate agriculture revolution. This generation has covered the crop yield from different factors like weather adjustments, populace increase, employment problems, and meals protection issues. This era includes crop yields caused by various factors such as climate change, population surge, employment issues, and food security issues. The main difficulty of the document is to verify the many artificial intelligence applications in agriculture, including irrigation, weeding and spraying integrated with sensors and other tools used in robots and drones. These technologies can save extra water, the use of pesticides and herbicides, maintain soil fertility, and also help to effectively use manpower, increase productivity, and improve service quality. Implementation of automation in agriculture, the weeding structures thru robots and drones. The diverse soil water sensing techniques are mentioned together with computerized weeding techniques. The implementation of drones is mentioned, the diverse techniques utilized by drones for spraying and crop-tracking is likewise mentioned on this paper Keywords: Image recognition, cognitive science, deep learning, sematic analysis, Neural network",2022.0,artificial intelligence agriculture,8,0.308008385488967,"agriculture, sector, understanding, potential, application, intelligence, artificial, , , ",8_agriculture_sector_understanding_potential
High-performance medicine: the convergence of human and artificial intelligence,https://www.semanticscholar.org/paper/f134abeaf9bfd41f29b97aec675ec31895bf541d,10.1038/s41591-018-0300-7,,2019.0,highperformance medicine convergence human artificial intelligence,51,0.2444882562317524,"highperformance, convergence, human, medicine, intelligence, artificial, , , , ",51_highperformance_convergence_human_medicine
"Explainable Artificial Intelligence (XAI): Concepts, Taxonomies, Opportunities and Challenges toward Responsible AI",https://www.semanticscholar.org/paper/530a059cb48477ad1e3d4f8f4b153274c8997332,10.1016/j.inffus.2019.12.012,,2019.0,explainable artificial intelligence xai concept taxonomy opportunity challenge toward responsible ai,77,0.6715448055405928,"taxonomy, responsible, opportunity, concept, challenge, toward, ai, xai, explainable, intelligence",77_taxonomy_responsible_opportunity_concept
Explanation in Artificial Intelligence: Insights from the Social Sciences,https://www.semanticscholar.org/paper/e89dfa306723e8ef031765e9c44e5f6f94fd8fda,10.1016/J.ARTINT.2018.07.007,,2017.0,explanation artificial intelligence insight social science,71,0.27319748966937385,"insight, explanation, social, science, intelligence, artificial, , , , ",71_insight_explanation_social_science
Sparks of Artificial General Intelligence: Early experiments with GPT-4,https://www.semanticscholar.org/paper/8dbd57469bb32e6d57f23f5e765bf1c9ac8e080c,DOI Unavailable,"Artificial intelligence (AI) researchers have been developing and refining large language models (LLMs) that exhibit remarkable capabilities across a variety of domains and tasks, challenging our understanding of learning and cognition. The latest model developed by OpenAI, GPT-4, was trained using an unprecedented scale of compute and data. In this paper, we report on our investigation of an early version of GPT-4, when it was still in active development by OpenAI. We contend that (this early version of) GPT-4 is part of a new cohort of LLMs (along with ChatGPT and Google's PaLM for example) that exhibit more general intelligence than previous AI models. We discuss the rising capabilities and implications of these models. We demonstrate that, beyond its mastery of language, GPT-4 can solve novel and difficult tasks that span mathematics, coding, vision, medicine, law, psychology and more, without needing any special prompting. Moreover, in all of these tasks, GPT-4's performance is strikingly close to human-level performance, and often vastly surpasses prior models such as ChatGPT. Given the breadth and depth of GPT-4's capabilities, we believe that it could reasonably be viewed as an early (yet still incomplete) version of an artificial general intelligence (AGI) system. In our exploration of GPT-4, we put special emphasis on discovering its limitations, and we discuss the challenges ahead for advancing towards deeper and more comprehensive versions of AGI, including the possible need for pursuing a new paradigm that moves beyond next-word prediction. We conclude with reflections on societal influences of the recent technological leap and future research directions.",2023.0,spark artificial general intelligence early experiment gpt4,70,0.9999999998474317,"gpt4, general, experiment, early, spark, intelligence, artificial, , , ",70_gpt4_general_experiment_early
Peeking Inside the Black-Box: A Survey on Explainable Artificial Intelligence (XAI),https://www.semanticscholar.org/paper/21dff47a4142445f83016da0819ffe6dd2947f66,10.1109/ACCESS.2018.2870052,"At the dawn of the fourth industrial revolution, we are witnessing a fast and widespread adoption of artificial intelligence (AI) in our daily life, which contributes to accelerating the shift towards a more algorithmic society. However, even with such unprecedented advancements, a key impediment to the use of AI-based systems is that they often lack transparency. Indeed, the black-box nature of these systems allows powerful predictions, but it cannot be directly explained. This issue has triggered a new debate on explainable AI (XAI). A research field holds substantial promise for improving trust and transparency of AI-based systems. It is recognized as the sine qua non for AI to continue making steady progress without disruption. This survey provides an entry point for interested researchers and practitioners to learn key aspects of the young and rapidly growing body of research related to XAI. Through the lens of the literature, we review the existing approaches regarding the topic, discuss trends surrounding its sphere, and present major research trajectories.",2018.0,peeking inside blackbox survey explainable artificial intelligence xai,69,0.9999999999985563,"peeking, inside, blackbox, xai, survey, explainable, intelligence, artificial, , ",69_peeking_inside_blackbox_xai
"Adaptation in Natural and Artificial Systems: An Introductory Analysis with Applications to Biology, Control, and Artificial Intelligence",https://www.semanticscholar.org/paper/4b4279db68b16e20fbc56f9d41980a950191d30a,10.7551/MITPRESS/1090.001.0001,"From the Publisher: 
Genetic algorithms are playing an increasingly important role in studies of complex adaptive systems, ranging from adaptive agents in economic theory to the use of machine learning techniques in the design of complex devices such as aircraft turbines and integrated circuits. Adaptation in Natural and Artificial Systems is the book that initiated this field of study, presenting the theoretical foundations and exploring applications. 
In its most familiar form, adaptation is a biological process, whereby organisms evolve by rearranging genetic material to survive in environments confronting them. In this now classic work, Holland presents a mathematical model that allows for the nonlinearity of such complex interactions. He demonstrates the model's universality by applying it to economics, physiological psychology, game theory, and artificial intelligence and then outlines the way in which this approach modifies the traditional views of mathematical genetics. 
Initially applying his concepts to simply defined artificial systems with limited numbers of parameters, Holland goes on to explore their use in the study of a wide range of complex, naturally occuring processes, concentrating on systems having multiple factors that interact in nonlinear ways. Along the way he accounts for major effects of coadaptation and coevolution: the emergence of building blocks, or schemata, that are recombined and passed on to succeeding generations to provide, innovations and improvements. 
John H. Holland is Professor of Psychology and Professor of Electrical Engineering and Computer Science at the University of Michigan. He is also Maxwell Professor at the Santa Fe Institute and isDirector of the University of Michigan/Santa Fe Institute Advanced Research Program.",1992.0,adaptation natural artificial system introductory analysis application biology control artificial intelligence,68,0.9999999995843484,"natural, introductory, system, control, biology, analysis, adaptation, application, artificial, intelligence",68_natural_introductory_system_control
Impact of Artificial Intelligence in Customer Journey,https://www.semanticscholar.org/paper/f92922a9fe4e6bb603291249796d80d09d1fd9f3,10.38124/ijisrt/ijisrt24aug807,"The entire gamut of Customer journey is undergoing a massive transformation due to the rapid advancement of Artificial Intelligence (AI). Leveraging the power of AI , CRM & systems have refined the aspect of how businesses manage and optimize the customer journey. AI-powered systems have significant impact across various stages of the customer lifecycle by use of techniques such as machine learning to empower businesses to use systems that can analyse vast amounts of customer dataset in real-time, enabling them to gain deeper insights in customer behaviours, preferences, & sentiment. The AI-driven techniques help businesses to drive more personalized & targeted marketing campaigns, tailored recommendations, and extend efficient customer service leading ultimately to enhancing customer satisfaction and loyalty. Moreover, AI-powered systems have capabilities of offering predictive analytics which empower businesses to forecast customer behaviours and anticipate their needs. The capabilities help businesses in effective resource optimization and improve efficiency. For customer service AI-powered chatbots and virtual assistants are used to enhance engagement by providing instant responses and ability to handle resolving issues promptly.",2024.0,impact artificial intelligence customer journey,67,0.8693027942458454,"customer, journey, impact, intelligence, artificial, , , , , ",67_customer_journey_impact_intelligence
Artificial Intelligence and the Future of Work,https://www.semanticscholar.org/paper/2633a948f06a02417a39c9ff4e9c948bbad460d7,10.1007/978-3-030-69128-8_4,,2024.0,artificial intelligence future work,6,0.7321030220944689,"work, third, generation, future, toward, intelligence, artificial, , , ",6_work_third_generation_future
ARTIFICIAL INTELLIGENCE FOR THE REAL WORLD,https://www.semanticscholar.org/paper/7b72711ac2ea7bd7f519cac162a4a6578bbb7d0d,10.56726/irjmets42512,,2023.0,artificial intelligence real world,66,0.9999999998889618,"real, world, intelligence, artificial, , , , , , ",66_real_world_intelligence_artificial
Explainable Artificial Intelligence (XAI),https://www.semanticscholar.org/paper/e1d2f2a717aa03280126f87c8e5fad695f52bf7c,10.48047/ijfans/v12/i1/271,"Explainable Artificial Intelligence (XAI) has emerged as a critical facet in the realm of machine learning and artificial intelligence, responding to the increasing complexity of models, particularly deep neural networks, and the subsequent need for transparent decision making processes. This research paper delves into the essence of XAI, unraveling its significance across diverse domains such as healthcare, finance, and criminal justice. As a countermeasure to the opacity of intricate models, the paper explores various XAI methods and techniques, including LIME and SHAP, weighing their interpretability against computational efficiency and accuracy. Through an examination of real-world applications, the research elucidates how XAI not only enhances decision-making processes but also influences user trust and acceptance in AI systems. However, the paper also scrutinizes the delicate balance between interpretability and performance, shedding light on instances where the pursuit of accuracy may compromise explain-ability. Additionally, it navigates through the current challenges and limitations in XAI, the regulatory landscape surrounding AI explain-ability, and offers insights into future trends and directions, fostering a comprehensive understanding of XAI's present state and future potential.",2023.0,explainable artificial intelligence xai,2,0.9999999995598725,"xai, explainable, medical, toward, survey, intelligence, artificial, , , ",2_xai_explainable_medical_toward
